transcript_id	cds_start	cds_end	transcript_length
ENST00000369762.7	6581	6812	7195
ENST00000369763.5	0	437	15726
ENST00000369764.2	6385	6457	34907
ENST00000369768.1	0	998	998
ENST00000369769.4	0	1724	1724
ENST00000369770.7	0	32	10886
ENST00000369771.4	0	1532	1532
ENST00000369774.9	66789	66833	253447
ENST00000369776.8	1363	1408	9157
ENST00000369779.9	0	124	25554
ENST00000369780.9	95746	95981	95981
ENST00000369781.8	25468	25554	25554
ENST00000369783.4	3078	3333	5816
ENST00000369784.9	0	2862	6200
ENST00000369787.7	0	677	20806
ENST00000369788.7	2232	2786	2786
ENST00000369795.8	8450	8632	19271
ENST00000369796.5	9054	9151	15191
ENST00000369797.8	36371	36548	47119
ENST00000369798.7	33852	34028	36355
ENST00000369799.10	32442	32530	36624
ENST00000369800.6	0	30	45515
ENST00000369801.1	14123	14162	14162
ENST00000369802.7	3235	3357	14162
ENST00000369805.7	0	8	11355
ENST00000369807.6	2118	2204	2858
ENST00000369808.7	559	671	2858
ENST00000369809.5	0	131	2858
ENST00000369811.5	174	260	260
ENST00000369812.6	1171	1252	5110
ENST00000369815.6	174	260	260
ENST00000369816.5	8341	8421	30668
ENST00000369817.7	1283	1421	2331
ENST00000369819.2	0	35	5418
ENST00000369823.6	1117	1255	5418
ENST00000369825.6	174	260	260
ENST00000369827.7	309	384	6717
ENST00000369829.2	809	873	5098
ENST00000369831.6	40365	40457	40457
ENST00000369833.5	1464	1736	1736
ENST00000369835.3	1397	1709	1709
ENST00000369836.9	825	889	4861
ENST00000369838.6	42152	42337	68044
ENST00000369839.4	13731	13851	20230
ENST00000369840.7	0	90	9973
ENST00000369842.9	0	81	1709
ENST00000369846.9	4581	4723	31887
ENST00000369847.4	46799	47158	47158
ENST00000369849.9	9823	9947	11454
ENST00000369850.10	3032	3169	22393
ENST00000369851.7	43322	43509	43509
ENST00000369856.8	3032	3169	22312
ENST00000369857.9	73909	74009	74009
ENST00000369862.1	0	1478	1478
ENST00000369864.5	0	1478	1478
ENST00000369868.7	380	483	2116
ENST00000369870.7	8632	8643	8643
ENST00000369872.4	12534	12701	12701
ENST00000369875.3	8864	8898	8898
ENST00000369878.9	0	1620	158696
ENST00000369880.8	2855	3005	31104
ENST00000369883.3	8586	8634	8634
ENST00000369886.8	1712	1893	3954
ENST00000369887.4	1806	1975	6656
ENST00000369888.6	7939	8059	8059
ENST00000369889.5	36204	36937	36937
ENST00000369893.10	3086	3171	11122
ENST00000369899.6	0	181	114915
ENST00000369902.8	123022	123090	125999
ENST00000369903.6	2524	2542	2542
ENST00000369904.7	984	1127	2574
ENST00000369905.9	21734	21781	21781
ENST00000369907.7	621	890	2542
ENST00000369908.9	171	327	10847
ENST00000369909.7	0	0	2542
ENST00000369912.2	15419	15575	24347
ENST00000369915.8	19313	19477	33825
ENST00000369916.5	0	1406	1406
ENST00000369923.4	14359	14439	23892
ENST00000369927.8	23824	23872	24576
ENST00000369929.8	13254	13361	13361
ENST00000369931.3	963	1045	3075
ENST00000369937.5	1686	1759	1759
ENST00000369939.8	88760	88825	88825
ENST00000369940.7	17801	17866	30754
ENST00000369945.7	0	67	6648
ENST00000369947.5	0	1169	1169
ENST00000369948.8	1890	2006	6648
ENST00000369949.8	0	67	7646
ENST00000369950.8	25222	25441	150396
ENST00000369951.9	14532	14639	14639
ENST00000369952.3	1542	1614	12957
ENST00000369956.8	0	52	1860
ENST00000369957.5	0	84	33727
ENST00000369962.8	11849	12018	52079
ENST00000369963.5	0	112	17037
ENST00000369965.8	15090	15247	52079
ENST00000369966.8	4987	5089	6413
ENST00000369967.7	27200	27335	27335
ENST00000369968.7	2404	2745	15680
ENST00000369969.7	2404	2745	15764
ENST00000369970.8	2404	2745	15764
ENST00000369973.7	2578	2709	3193
ENST00000369974.6	7815	7950	7950
ENST00000369975.6	55659	55752	97461
ENST00000369976.6	2404	2745	13029
ENST00000369977.8	0	116	97461
ENST00000369980.8	7569	7736	7950
ENST00000369982.5	0	782	782
ENST00000369983.5	116420	116645	123394
ENST00000369984.4	13875	14083	21490
ENST00000369985.9	27349	27429	97461
ENST00000369994.5	25596	25658	29508
ENST00000369995.7	4049	4146	29508
ENST00000369996.3	1512	1792	1792
ENST00000369997.7	8833	8866	9321
ENST00000370001.8	35498	36490	36490
ENST00000370002.8	0	584	1563
ENST00000370005.4	1868	2019	2700
ENST00000370007.5	9418	9510	9851
ENST00000370008.4	51407	51499	62136
ENST00000370009.5	4894	4914	4914
ENST00000370010.6	112860	113066	113066
ENST00000370011.7	558	642	4699
ENST00000370012.1	8318	8418	8418
ENST00000370015.8	2044	2159	4632
ENST00000370016.5	18404	18470	18470
ENST00000370017.9	20338	20598	28867
ENST00000370018.7	28235	28367	36379
ENST00000370020.1	54050	54202	54202
ENST00000370021.1	2845	3068	4258
ENST00000370022.9	3110	3178	4159
ENST00000370025.9	6012	6235	7425
ENST00000370028.7	2009	2192	18470
ENST00000370031.5	11295	11315	11315
ENST00000370032.9	7017	7129	11315
ENST00000370033.9	164192	164252	192583
ENST00000370035.8	51749	51865	74718
ENST00000370040.7	6405	6456	20033
ENST00000370041.4	18327	18479	55965
ENST00000370046.5	16140	16212	16212
ENST00000370049.1	0	24	1287
ENST00000370050.9	0	190	9221
ENST00000370053.3	11986	12004	12004
ENST00000370055.5	6854	6997	13170
ENST00000370056.9	29063	29150	391535
ENST00000370058.7	0	228	1812
ENST00000370060.7	3983	4205	13170
ENST00000370065.1	0	245	332243
ENST00000370066.5	272490	272549	332243
ENST00000370067.5	259088	259114	332243
ENST00000370068.6	282156	282323	332243
ENST00000370069.5	14651	14726	14726
ENST00000370073.6	0	245	332243
ENST00000370074.8	332017	332243	332243
ENST00000370077.2	2919	2990	29305
ENST00000370078.2	0	1124	1124
ENST00000370079.3	0	167	8185
ENST00000370080.7	6527	6724	8187
ENST00000370081.6	3243	3332	5897
ENST00000370083.9	6555	6680	8186
ENST00000370085.3	3641	3742	3742
ENST00000370086.8	2770	2844	3742
ENST00000370087.5	0	66	3742
ENST00000370089.6	5784	5897	5897
ENST00000370092.7	203	297	8174
ENST00000370093.5	0	95	7972
ENST00000370094.7	8112	8210	20089
ENST00000370096.9	57038	57091	230156
ENST00000370097.2	0	953	953
ENST00000370098.4	0	953	953
ENST00000370100.5	2691	2741	4234
ENST00000370101.8	0	58	4430
ENST00000370103.9	20785	21004	192575
ENST00000370104.5	1685	1791	4430
ENST00000370108.7	3034	3126	4430
ENST00000370109.8	31230	31354	35032
ENST00000370110.6	519	612	1651
ENST00000370111.4	0	90	10466
ENST00000370112.8	14800	14887	78591
ENST00000370113.7	2849	2919	14812
ENST00000370114.8	0	485	14812
ENST00000370115.1	18262	18419	18419
ENST00000370119.8	3159	3479	18419
ENST00000370124.8	89979	90041	131508
ENST00000370126.1	0	44	249
ENST00000370128.9	25027	25125	25125
ENST00000370129.4	0	344	3745
ENST00000370131.3	4879	5095	38716
ENST00000370132.8	34475	34656	53562
ENST00000370137.6	10214	10370	19471
ENST00000370138.1	11095	11200	19145
ENST00000370139.1	6387	6449	7276
ENST00000370141.8	3713	3759	15648
ENST00000370142.5	2106	2237	2616
ENST00000370143.5	6480	6542	7241
ENST00000370145.8	2106	2237	2810
ENST00000370147.5	0	63	20562
ENST00000370150.5	2549	2616	2616
ENST00000370151.9	12866	12999	21131
ENST00000370152.8	21645	21772	43973
ENST00000370153.6	47145	47278	51936
ENST00000370155.9	5706	5709	5709
ENST00000370161.6	27253	27376	68978
ENST00000370162.8	7790	7904	7904
ENST00000370163.7	40563	40696	70605
ENST00000370165.7	64346	64443	70605
ENST00000370167.8	0	372	2348
ENST00000370168.7	3307	3519	3519
ENST00000370169.5	792	960	7904
ENST00000370172.5	792	960	6551
ENST00000370177.1	203	567	567
ENST00000370179.8	203	280	567
ENST00000370183.2	0	101	95732
ENST00000370185.9	36315	36372	42413
ENST00000370186.5	5111	5308	43752
ENST00000370187.8	171832	172018	196676
ENST00000370188.7	59995	60245	111596
ENST00000370192.8	620372	620568	841943
ENST00000370193.4	1218	1542	1542
ENST00000370196.11	5149	5368	5368
ENST00000370197.5	0	7	91537
ENST00000370198.5	91164	91241	91537
ENST00000370200.6	2233	2324	2324
ENST00000370202.5	9980	10467	12636
ENST00000370203.9	0	154	47963
ENST00000370205.6	0	227	89819
ENST00000370206.9	29093	29149	29149
ENST00000370207.4	2616	2794	11162
ENST00000370210.3	569	630	8516
ENST00000370211.10	9256	9347	22676
ENST00000370212.5	0	741	3119
ENST00000370214.9	69215	69312	98647
ENST00000370215.7	12407	12632	12632
ENST00000370217.3	28899	29103	29103
ENST00000370220.1	0	407	4626
ENST00000370223.7	0	407	4626
ENST00000370224.5	45960	46050	71676
ENST00000370225.4	14394	14500	127805
ENST00000370228.2	1433	1673	2811
ENST00000370231.3	0	707	707
ENST00000370232.4	0	741	3119
ENST00000370234.4	767	897	897
ENST00000370236.5	0	238	706
ENST00000370238.8	7625	7827	20170
ENST00000370241.7	8325	8455	8455
ENST00000370242.8	7504	7730	8198
ENST00000370243.1	112370	112686	112686
ENST00000370244.5	9426	9597	112686
ENST00000370247.7	5035	5247	51686
ENST00000370249.3	0	1127	1127
ENST00000370250.8	8255	8316	11215
ENST00000370251.3	0	30	11090
ENST00000370253.6	75062	75209	104131
ENST00000370263.9	0	122	14424
ENST00000370267.1	0	219	13990
ENST00000370268.8	2795	2872	56048
ENST00000370269.3	0	139	46457
ENST00000370271.7	0	139	13140
ENST00000370272.9	0	219	13990
ENST00000370274.8	21246	21348	22788
ENST00000370275.8	11983	12041	12041
ENST00000370276.6	38497	38574	95112
ENST00000370277.5	2864	2866	2866
ENST00000370278.4	0	941	941
ENST00000370280.1	0	198	23957
ENST00000370282.8	5456	5553	25569
ENST00000370283.9	9285	9341	12289
ENST00000370287.7	0	66	4663
ENST00000370290.7	0	1	23760
ENST00000370291.6	4423	4438	4438
ENST00000370293.6	0	941	941
ENST00000370296.6	3485	3653	80831
ENST00000370298.9	38818	38913	57497
ENST00000370300.8	20185	20389	38877
ENST00000370303.4	38818	38913	57497
ENST00000370305.5	0	194	34518
ENST00000370307.6	0	6	8440
ENST00000370310.5	3797	3973	118043
ENST00000370313.5	7319	7399	8444
ENST00000370314.9	0	332	196339
ENST00000370315.4	26295	26951	26951
ENST00000370316.8	0	6	12950
ENST00000370317.3	0	19	7144
ENST00000370318.5	14696	14798	38168
ENST00000370320.4	2307	2462	5759
ENST00000370321.8	8436	8524	9747
ENST00000370322.5	0	89	5658
ENST00000370323.9	0	1106	1106
ENST00000370328.4	15481	15698	19921
ENST00000370331.5	278685	278735	278735
ENST00000370332.5	7341	7455	7455
ENST00000370334.4	19155	19181	19181
ENST00000370335.5	0	950	950
ENST00000370336.5	18752	18879	21317
ENST00000370339.8	18866	18890	19181
ENST00000370340.7	0	950	950
ENST00000370345.8	19806	19948	29333
ENST00000370346.2	0	674	674
ENST00000370349.7	12378	12493	14265
ENST00000370350.7	0	105	6636
ENST00000370351.9	10753	10849	14666
ENST00000370353.3	0	6	2215
ENST00000370354.5	0	6	1455
ENST00000370355.3	0	26	13425
ENST00000370357.5	19928	20038	74586
ENST00000370359.6	0	76	1005
ENST00000370360.8	0	113	51466
ENST00000370361.5	8076	8215	8215
ENST00000370363.5	419	598	25583
ENST00000370366.1	0	43	6054
ENST00000370367.4	826	1127	1127
ENST00000370368.5	0	311	5823
ENST00000370370.4	530	709	902
ENST00000370371.8	4985	5823	5823
ENST00000370372.7	10632	10748	11194
ENST00000370373.2	545	623	1437
ENST00000370375.8	14119	14250	14250
ENST00000370377.8	62194	62256	129551
ENST00000370378.5	13280	15610	17342
ENST00000370383.5	32975	33203	33203
ENST00000370384.7	68020	68182	68182
ENST00000370388.4	0	88	1657
ENST00000370389.6	3492	3606	49617
ENST00000370390.7	69034	69195	69195
ENST00000370392.5	455572	455697	502356
ENST00000370396.7	26423	26524	78977
ENST00000370397.8	11070	11179	39931
ENST00000370398.6	572262	573221	573221
ENST00000370399.6	11930	12037	177789
ENST00000370401.7	17255	17329	64482
ENST00000370404.5	1075	1327	1327
ENST00000370406.8	0	220	1327
ENST00000370408.2	19348	19421	30766
ENST00000370409.7	1043	1295	1295
ENST00000370416.4	1401	2105	2105
ENST00000370418.8	33481	33677	39195
ENST00000370420.8	56844	56956	150297
ENST00000370425.8	52056	52202	139789
ENST00000370435.5	7735	7880	13109
ENST00000370440.5	0	189	65552
ENST00000370441.8	16866	17002	17846
ENST00000370445.5	4256	4880	4880
ENST00000370447.3	14830	15028	32440
ENST00000370452.7	64354	64487	192207
ENST00000370453.5	157164	157181	157181
ENST00000370454.9	26235	28505	28505
ENST00000370455.8	168917	169004	192307
ENST00000370456.5	14112	14324	16914
ENST00000370457.9	457239	457360	490231
ENST00000370458.5	160810	161670	403161
ENST00000370459.8	0	110	8848
ENST00000370460.7	472373	472509	490231
ENST00000370461.5	0	162	5483
ENST00000370466.4	0	113	13788
ENST00000370467.8	27215	27308	43594
ENST00000370470.5	36554	36661	36661
ENST00000370471.7	16142	16213	36647
ENST00000370472.4	0	3	14784
ENST00000370473.5	9687	9876	9876
ENST00000370474.4	21674	21780	21780
ENST00000370475.9	28396	28482	36661
ENST00000370476.10	0	60	23387
ENST00000370477.5	25286	25420	36661
ENST00000370479.7	0	76	131575
ENST00000370481.9	1665	1767	12994
ENST00000370483.9	18543	18632	18632
ENST00000370486.1	8242	8300	27183
ENST00000370487.5	2451	2525	3116
ENST00000370489.5	19304	19509	44723
ENST00000370490.1	0	2534	2534
ENST00000370491.7	16877	16966	33278
ENST00000370493.4	8084	8224	8224
ENST00000370495.6	1691	1747	9483
ENST00000370496.3	21997	22070	22920
ENST00000370500.10	3990	4271	38283
ENST00000370501.4	49058	49148	51056
ENST00000370503.2	8496	8573	8573
ENST00000370504.3	0	77	8678
ENST00000370507.5	11557	11729	15435
ENST00000370508.7	6174	6324	33015
ENST00000370509.5	3800	3984	11440
ENST00000370513.9	143900	144042	148864
ENST00000370515.3	866	937	937
ENST00000370518.4	0	71	937
ENST00000370519.4	0	218	937
ENST00000370521.8	122948	123023	148864
ENST00000370526.5	0	437	437
ENST00000370536.5	0	1337	1337
ENST00000370540.2	2165	2318	9597
ENST00000370542.1	12772	12777	12777
ENST00000370544.10	8031	8186	12777
ENST00000370546.5	153115	153229	774013
ENST00000370548.3	140532	140636	175091
ENST00000370549.5	0	162	776225
ENST00000370550.10	177494	177632	189656
ENST00000370551.8	0	123	182899
ENST00000370552.8	23059	23205	776225
ENST00000370554.5	0	55	50561
ENST00000370557.5	16819	16954	203139
ENST00000370558.8	29702	29791	38332
ENST00000370562.1	0	49	419
ENST00000370563.3	23957	24134	33222
ENST00000370565.5	10270	10497	31276
ENST00000370566.7	5777	5939	38274
ENST00000370570.6	42795	42920	114161
ENST00000370571.7	328572	328625	425847
ENST00000370573.8	32435	32606	60072
ENST00000370574.4	52188	52294	54223
ENST00000370575.5	6797	6953	31334
ENST00000370576.9	48921	49037	60044
ENST00000370584.7	23397	23572	36040
ENST00000370586.6	0	2	80760
ENST00000370587.5	14856	15023	19206
ENST00000370589.7	3173	3274	26234
ENST00000370591.6	24983	25128	150786
ENST00000370592.2	504	659	659
ENST00000370596.5	52179	52309	61053
ENST00000370597.8	39118	39263	164921
ENST00000370598.6	715557	715652	750212
ENST00000370602.6	9154	9279	15393
ENST00000370606.3	2210	2373	10576
ENST00000370608.8	11293	11394	70184
ENST00000370610.7	5576	5715	14542
ENST00000370611.4	51536	52271	52271
ENST00000370613.7	14560	14704	20819
ENST00000370620.5	3988	4087	75751
ENST00000370621.7	715575	715666	1774811
ENST00000370622.5	75553	75751	75751
ENST00000370625.1	0	230	230
ENST00000370626.4	0	153	2033
ENST00000370628.2	10790	11163	11163
ENST00000370629.7	0	155	11163
ENST00000370630.6	15580	15718	19413
ENST00000370631.4	15542	15673	32996
ENST00000370634.8	0	213	20515
ENST00000370635.3	0	137	137
ENST00000370640.5	0	668	668
ENST00000370641.3	4163	4243	4243
ENST00000370642.4	265	361	2307
ENST00000370645.9	0	122	4243
ENST00000370646.9	14071	14199	26952
ENST00000370647.8	17153	17286	26952
ENST00000370648.4	3847	4257	4257
ENST00000370649.3	88877	89035	89035
ENST00000370651.7	3755	3847	3847
ENST00000370652.5	86612	86715	107710
ENST00000370654.6	1674	1730	18185
ENST00000370655.6	5709	5816	10933
ENST00000370656.5	1674	1730	3734
ENST00000370657.9	5563	5729	39919
ENST00000370658.9	39408	39437	39437
ENST00000370659.1	0	323	323
ENST00000370660.3	26438	26521	31731
ENST00000370661.5	2960	3053	31925
ENST00000370662.3	0	120	2439
ENST00000370663.9	20949	21053	36886
ENST00000370664.4	0	69	71316
ENST00000370665.4	0	124	16300
ENST00000370668.7	0	52	46536
ENST00000370669.5	46396	46536	46536
ENST00000370670.2	0	52	46536
ENST00000370671.7	50014	50154	50154
ENST00000370673.7	27079	27190	51213
ENST00000370674.3	2022	2208	3521
ENST00000370676.7	9294	9475	12838
ENST00000370680.5	37676	37798	39480
ENST00000370683.6	0	21	12909
ENST00000370684.5	40069	40074	40074
ENST00000370685.7	90818	90940	90940
ENST00000370687.6	7479	7614	7614
ENST00000370688.7	0	45	126161
ENST00000370689.6	0	45	156976
ENST00000370693.5	0	112	11489
ENST00000370695.8	58949	59218	59218
ENST00000370698.7	0	324	59218
ENST00000370701.6	30986	31099	59062
ENST00000370702.5	34175	34207	34207
ENST00000370706.9	60465	60608	78212
ENST00000370708.8	0	20	11839
ENST00000370709.4	12621	12761	16651
ENST00000370710.10	557	640	9253
ENST00000370711.9	0	20	9253
ENST00000370713.5	142884	142975	153414
ENST00000370715.5	114972	115157	152692
ENST00000370717.6	129419	129624	154157
ENST00000370721.5	134867	134933	154157
ENST00000370723.5	148274	148370	154157
ENST00000370725.5	142884	142975	154157
ENST00000370727.5	143810	143854	154157
ENST00000370728.5	0	72	154157
ENST00000370730.5	153406	154157	154157
ENST00000370733.5	4018	4098	8104
ENST00000370742.4	29026	29229	115497
ENST00000370745.1	10567	10744	33346
ENST00000370746.8	36610	36734	36734
ENST00000370747.9	0	456	13612
ENST00000370748.7	0	119	26389
ENST00000370751.10	0	477	13890
ENST00000370752.4	31001	31153	60640
ENST00000370756.3	43662	43683	43683
ENST00000370757.8	0	797	43940
ENST00000370758.5	0	797	43940
ENST00000370759.4	89497	89645	89645
ENST00000370761.7	0	491	491
ENST00000370763.6	0	210	11133
ENST00000370764.1	3869	3995	7000
ENST00000370765.11	13730	13923	27268
ENST00000370766.8	0	706	7000
ENST00000370767.5	15186	15286	30128
ENST00000370768.7	18115	18186	30235
ENST00000370775.3	0	338	338
ENST00000370777.1	9926	10001	10269
ENST00000370779.8	0	28	10269
ENST00000370782.6	7364	7464	39689
ENST00000370783.8	10116	10269	10269
ENST00000370784.8	0	109	46634
ENST00000370785.4	0	109	46509
ENST00000370788.6	13051	13214	384137
ENST00000370790.5	16943	16997	24063
ENST00000370791.9	20017	20153	91808
ENST00000370792.7	22609	22678	33724
ENST00000370793.5	0	154	48142
ENST00000370794.7	38736	38838	44377
ENST00000370798.5	10425	10577	73828
ENST00000370799.5	15883	16016	39685
ENST00000370800.4	37398	37601	37601
ENST00000370801.8	66207	67711	67711
ENST00000370803.8	387	488	47709
ENST00000370809.5	0	974	974
ENST00000370812.8	0	113	127025
ENST00000370817.3	0	320	2809
ENST00000370818.8	60313	60472	449322
ENST00000370819.5	19869	19913	124958
ENST00000370823.8	5698	5836	7653
ENST00000370826.3	0	2	3826
ENST00000370828.4	36313	36471	112095
ENST00000370830.4	0	146	119329
ENST00000370832.1	0	2738	2738
ENST00000370833.7	329949	330376	330376
ENST00000370834.9	8740	8840	37972
ENST00000370836.6	0	867	330376
ENST00000370839.7	0	53	58232
ENST00000370841.9	7856	7953	37972
ENST00000370842.6	0	242	5212
ENST00000370844.5	6992	7142	26612
ENST00000370846.8	414	608	5212
ENST00000370848.8	13066	13193	17754
ENST00000370849.7	0	8	33840
ENST00000370850.6	143283	143390	143390
ENST00000370852.6	0	50	15191
ENST00000370853.8	6992	7142	59942
ENST00000370854.7	1854	1987	5212
ENST00000370855.5	68348	68432	334837
ENST00000370857.7	26559	26723	59942
ENST00000370858.3	3526	3621	3621
ENST00000370859.8	10875	10948	337717
ENST00000370861.1	0	89	3970
ENST00000370862.4	0	222	107863
ENST00000370864.3	0	300	18350
ENST00000370867.8	3297	3377	30865
ENST00000370869.7	13231	13320	19077
ENST00000370870.5	0	99	17716
ENST00000370871.7	600	695	18522
ENST00000370872.7	16819	16835	16835
ENST00000370873.9	0	89	6443
ENST00000370874.2	2825	3097	3097
ENST00000370876.6	118521	118649	182368
ENST00000370877.6	0	62	246923
ENST00000370879.5	0	1091	16188
ENST00000370882.1	83736	83814	88709
ENST00000370884.5	743	827	9569
ENST00000370885.8	0	103	9537
ENST00000370886.9	6789	6863	9537
ENST00000370888.6	102028	102102	127533
ENST00000370893.1	1385	1552	41677
ENST00000370894.9	0	81	7092
ENST00000370895.5	37823	37931	172129
ENST00000370898.9	0	81	7550
ENST00000370899.7	172009	172113	266460
ENST00000370900.5	647	928	1554
ENST00000370901.4	0	346	1554
ENST00000370902.8	1252	1302	9537
ENST00000370903.8	7867	8145	12875
ENST00000370904.6	12806	12875	12875
ENST00000370905.4	0	729	3671
ENST00000370909.6	0	29	99497
ENST00000370910.5	284	407	12875
ENST00000370911.7	2687	2935	2935
ENST00000370913.5	0	205	1413
ENST00000370915.5	4918	5153	5153
